joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
-2.492791,0.262152,1.370441,-1.108595,0.465333,0.797432,0.363855,-0.022523,0.350863,0.665338,0.565331,1.765923,-1.506565,-0.186600,-0.066644,-2.399905,-0.304278,0.371214,-0.302271,0.421102,1.751581,0.217572,-1.214117,-0.475947,0.234077,0.059449,-0.507368,-0.354281,-0.120401
-2.332386,0.315415,1.256679,-1.038783,0.480279,0.755565,0.261838,-0.006787,0.342030,0.464827,0.439165,1.785329,-1.656731,-0.056593,-0.065207,-2.240874,-0.275859,0.372143,-0.187359,0.479829,2.013484,0.151303,-1.326052,-0.539015,0.112193,-0.035678,-0.471501,-0.118346,-0.066549
-2.011576,0.421941,1.029155,-0.899160,0.510170,0.671830,0.057803,0.024683,0.324363,0.063806,0.186833,1.824141,-1.957064,0.203420,-0.062333,-1.922813,-0.219021,0.374000,0.042467,0.597282,2.537291,0.018765,-1.549923,-0.665152,-0.131574,-0.225931,-0.399765,0.353525,0.041155
-2.980819,0.550679,1.673551,-0.980487,0.532417,0.557947,0.018996,-0.283316,0.488358,-0.510627,-0.028383,2.089080,-2.520895,-0.208244,0.042668,-2.157299,0.026957,0.357420,0.302138,0.634510,3.147532,0.163242,-1.995073,-0.849884,-0.084455,-0.062421,-0.600322,0.782112,-0.781711
-3.465440,0.615048,1.995749,-1.021151,0.543540,0.501005,-0.000408,-0.437315,0.570355,-0.797843,-0.135992,2.221549,-2.802811,-0.414076,0.095168,-2.274542,0.149946,0.349130,0.431973,0.653123,3.452652,0.235480,-2.217649,-0.942250,-0.060895,0.019334,-0.700601,0.996406,-1.193144
-3.729612,0.701451,2.343147,0.219420,0.882684,0.051917,-0.102586,0.417453,0.709189,-1.411014,-0.269301,2.612659,-5.247848,0.267973,0.304631,-1.400431,0.437837,0.795284,0.693438,0.819356,5.821186,0.103533,-2.768497,-0.569047,-0.808690,0.055679,-0.643123,1.076308,-1.414004
-3.272830,0.801933,2.201126,0.208306,0.713219,-0.171535,-0.283414,0.455493,0.508095,-1.925049,-0.281717,2.768162,-5.522498,0.233932,0.221229,-0.926269,0.817128,0.583488,0.741258,0.880575,6.150855,-0.014986,-2.528591,-0.630037,-0.843858,-0.063487,-0.548520,1.042504,-1.066598
-2.359266,1.002898,1.917084,0.186078,0.374291,-0.618438,-0.645072,0.531573,0.105907,-2.953119,-0.306548,3.079167,-6.071800,0.165850,0.054424,0.022055,1.575712,0.159896,0.836899,1.003014,6.810195,-0.252024,-2.048779,-0.752017,-0.914193,-0.301820,-0.359315,0.974896,-0.371785
-2.828431,1.252177,2.368418,0.697485,0.099888,-0.590636,-0.885837,0.710567,0.184961,-5.220218,-0.574719,3.637665,-6.940783,0.060916,-0.308203,-0.044138,1.762227,0.284120,0.993713,1.715328,7.228813,-0.247992,-2.441576,-0.476999,-1.232084,0.091005,-0.142150,1.504057,-0.695679
-3.063013,1.376816,2.594085,0.953189,-0.037313,-0.576735,-1.006220,0.800064,0.224487,-6.353767,-0.708804,3.916914,-7.375274,0.008449,-0.489516,-0.077235,1.855484,0.346233,1.072120,2.071485,7.438123,-0.245976,-2.637974,-0.339490,-1.391029,0.287418,-0.033568,1.768638,-0.857627
-1.851218,1.248039,1.043974,0.452179,-0.611534,-0.772340,-1.145808,0.524373,0.238735,-4.268246,-0.205350,4.348526,-7.753096,1.420706,-0.597900,0.143112,2.765197,-0.638104,0.276814,2.952181,7.635652,-0.236514,-0.503964,-0.328778,-1.005934,-0.221980,0.043648,1.058756,-0.213246
-2.141966,1.466105,1.216043,0.390330,-0.889799,-0.571395,-1.304628,0.595834,0.256202,-4.139144,-0.345352,4.611598,-7.791092,1.747943,-1.138853,-0.131405,2.832532,-0.667184,0.115223,3.370101,7.414238,-0.110618,-0.722713,-0.355528,-1.301178,-0.079246,0.065712,1.206239,-0.447280
-2.723461,1.902236,1.560182,0.266631,-1.446328,-0.169503,-1.622269,0.738757,0.291134,-3.880942,-0.625355,5.137740,-7.867085,2.402417,-2.220758,-0.680439,2.967203,-0.725345,-0.207959,4.205942,6.971408,0.141174,-1.160211,-0.409029,-1.891665,0.206221,0.109839,1.501204,-0.915347
-2.799263,1.223365,0.714155,0.330889,-0.955105,0.022491,-0.949671,0.609674,0.278677,-1.364133,-0.222659,5.011098,-7.346347,1.640538,-1.498830,-1.296156,3.724074,-0.763789,-0.390282,3.846358,6.361845,0.213493,0.085862,-0.431954,-1.702193,-0.260431,-0.209390,1.029192,-0.982662
-2.837164,0.883930,0.291141,0.363018,-0.709493,0.118488,-0.613372,0.545133,0.272448,-0.105729,-0.021311,4.947777,-7.085978,1.259598,-1.137866,-1.604015,4.102510,-0.783010,-0.481443,3.666566,6.057063,0.249653,0.708899,-0.443417,-1.607456,-0.493758,-0.369005,0.793187,-1.016320
-1.934906,0.609124,0.104772,-0.131036,-0.294741,0.303903,-0.920707,0.659020,0.043707,-0.626807,0.282655,4.192550,-3.643248,0.408220,-0.552932,-1.576229,3.282917,-0.173065,-0.044576,2.573122,3.317610,-0.022309,0.311801,-0.996374,-0.094138,-0.161120,-0.100078,0.641559,-0.665799
-2.289220,0.476634,0.541264,-0.171583,-0.336368,0.323584,-1.033601,0.546210,0.029138,-0.707895,0.223796,3.854437,-3.450673,0.372196,-0.500367,-1.293967,2.960764,-0.219052,-0.080703,2.504605,2.799991,0.150954,0.120097,-1.332471,-0.284722,-0.160406,-0.153697,0.950964,-0.738277
-2.997848,0.211653,1.414248,-0.252676,-0.419624,0.362948,-1.259388,0.320589,0.000000,-0.870069,0.106080,3.178210,-3.065522,0.300148,-0.395236,-0.729443,2.316459,-0.311026,-0.152958,2.367570,1.764752,0.497478,-0.263312,-2.004665,-0.665891,-0.158977,-0.260934,1.569775,-0.883233
-2.428530,0.239915,1.166285,-0.373091,-0.310033,0.229868,-1.151229,0.431733,0.000000,-0.671276,0.271440,2.920457,-2.242289,0.310227,-0.217911,-0.535856,1.843883,-0.171006,0.027810,2.054825,1.152032,0.124403,-0.389058,-2.291857,0.170262,-0.094891,-0.178800,1.160418,-1.050105
-2.143872,0.254045,1.042303,-0.433299,-0.255237,0.163329,-1.097150,0.487306,0.000000,-0.571879,0.354120,2.791581,-1.830672,0.315267,-0.129248,-0.439063,1.607594,-0.100995,0.118193,1.898453,0.845672,-0.062134,-0.451931,-2.435453,0.588339,-0.062849,-0.137733,0.955740,-1.133541
-3.089333,0.185675,1.609799,-0.899007,-0.958691,0.041367,-1.759483,0.548522,0.000000,-1.583669,0.282379,2.579915,-2.695881,0.698683,0.223238,0.185307,1.310295,-0.169018,0.344229,2.131479,0.558386,-0.059030,-1.287864,-2.885361,0.075333,-0.018218,-0.100912,1.422971,-1.574825
-3.133541,0.244564,1.611413,-0.914573,-1.274797,-0.123452,-1.833638,0.325976,0.000000,-1.522031,0.117358,2.398474,-2.613854,0.631035,0.353082,0.301710,1.272700,-0.082547,0.287478,1.993290,0.382049,-0.015719,-1.367313,-3.003058,0.213331,-0.063356,-0.089574,1.384456,-1.812910
-3.221959,0.362341,1.614641,-0.945704,-1.907009,-0.453090,-1.981947,-0.119117,0.000000,-1.398754,-0.212685,2.035593,-2.449801,0.495738,0.612769,0.534518,1.197510,0.090396,0.173976,1.716913,0.029376,0.070903,-1.526211,-3.238453,0.489327,-0.153634,-0.066897,1.307425,-2.289079
-2.636997,0.611672,1.486356,-0.755663,-1.373177,-0.286125,-1.398658,0.185405,0.000000,-0.529258,-0.105008,1.560140,-1.942608,0.539838,0.365269,0.366840,0.947452,0.142831,0.168486,1.831960,-0.296848,-0.195422,-1.316954,-2.972577,0.515977,-0.373709,-0.132683,1.561235,-2.239822
-2.344515,0.736337,1.422214,-0.660643,-1.106261,-0.202642,-1.107014,0.337666,0.000000,-0.094510,-0.051169,1.322413,-1.689012,0.561888,0.241519,0.283002,0.822422,0.169048,0.165742,1.889484,-0.459959,-0.328585,-1.212325,-2.839639,0.529303,-0.483747,-0.165575,1.688139,-2.215193
-2.204672,1.160503,1.557187,-0.629386,-1.750109,-0.035070,-1.045723,0.044341,0.000000,-0.191188,-0.914000,0.844152,-1.562355,0.710138,0.256934,0.749710,0.766953,0.247189,0.110593,1.729403,-1.174167,-0.387114,-2.300671,-2.349828,0.908190,-0.913061,-0.494161,1.498390,-2.102211
-1.501631,1.454607,1.461700,-0.572253,-1.601497,0.006227,-0.888263,0.080629,0.000000,-0.384382,-0.943029,0.710610,-1.337492,0.817207,0.390219,0.725005,0.665313,0.153190,0.112232,1.642135,-0.927655,-0.315084,-1.791167,-2.145997,0.750138,-0.841953,-0.373078,1.493108,-1.961557
-0.095547,2.042814,1.270727,-0.457986,-1.304272,0.088821,-0.573343,0.153206,0.000000,-0.770770,-1.001086,0.443527,-0.887768,1.031347,0.656789,0.675597,0.462034,-0.034809,0.115511,1.467601,-0.434631,-0.171025,-0.772159,-1.738336,0.434036,-0.699738,-0.130911,1.482544,-1.680250
-0.031849,1.829267,1.589462,-0.161168,-1.530172,-0.247507,-0.543597,-0.049646,0.000000,-2.061020,-1.549292,0.367893,-1.160467,0.570613,1.721712,0.999349,0.252560,0.078436,0.157459,1.714523,-0.350501,0.072117,-0.284616,-1.297969,0.116943,-0.701022,0.191264,1.352970,-2.172582
0.000000,1.722493,1.748829,-0.012758,-1.643121,-0.415671,-0.528725,-0.151071,0.000000,-2.706145,-1.823394,0.330076,-1.296816,0.340245,2.254173,1.161225,0.147824,0.135058,0.178433,1.837984,-0.308436,0.193688,-0.040845,-1.077785,-0.041603,-0.701663,0.352352,1.288184,-2.418748
0.000000,1.141385,1.806645,0.104371,-1.967370,-0.672841,-0.832558,-0.527566,0.000000,-3.795784,-1.787953,-0.456666,-1.845739,3.347022,1.712074,1.272388,-0.094657,-0.670027,-0.145365,1.870501,-0.337665,0.176672,0.547440,-0.788196,-0.351102,-1.240254,0.575294,0.805852,-1.000435
0.000000,0.948244,1.429246,0.232307,-1.723074,-0.493774,-0.907691,-0.514945,0.000000,-3.053744,-1.383642,-0.382531,-1.553146,2.866174,1.599534,1.101025,-0.025920,-0.545516,-0.016792,1.729548,0.040815,0.195117,0.456875,-0.644604,-0.304410,-0.961877,0.442284,0.839471,-0.723195
0.000000,0.561962,0.674449,0.488177,-1.234483,-0.135639,-1.057955,-0.489703,0.000000,-1.569664,-0.575019,-0.234261,-0.967959,1.904479,1.374455,0.758298,0.111553,-0.296493,0.240354,1.447642,0.797777,0.232007,0.275744,-0.357420,-0.211028,-0.405124,0.176264,0.906708,-0.168715
0.000000,0.973956,0.620747,1.143962,-0.587233,-0.908688,-1.550153,-0.579434,-0.000238,-0.672709,-1.112779,-0.049799,-2.030874,1.066221,1.229406,1.279146,-0.248945,-0.537360,0.737648,2.224785,1.680816,0.634561,0.624240,-0.239116,-0.212270,-0.230965,0.078203,1.521592,-0.376341
0.000000,1.179954,0.593897,1.471855,-0.263607,-1.295213,-1.796253,-0.624300,-0.000358,-0.224231,-1.381660,0.042433,-2.562332,0.647092,1.156881,1.539570,-0.429195,-0.657793,0.986295,2.613357,2.122335,0.835837,0.798487,-0.179964,-0.212892,-0.143885,0.029173,1.829034,-0.480155
0.000000,0.676938,0.318030,1.032568,-0.703424,-0.618277,-1.183387,-0.735066,-0.005502,-0.526128,-0.313032,-0.125509,-1.358618,1.368264,1.183643,0.981549,-0.240410,-0.535081,0.571597,1.847785,1.286824,0.550175,0.839271,-0.006402,-0.097166,-0.096568,0.154273,1.148952,-0.400944
0.000000,0.819974,0.328034,1.017076,-0.947443,-0.883726,-1.068281,-0.869732,-0.003475,-0.272932,0.132480,-0.022942,-1.375134,1.892722,0.890883,1.229877,-0.381504,-0.474964,0.579145,2.097231,1.704243,0.681121,1.190900,0.268767,0.031976,-0.024719,0.194036,1.290408,-0.485101
