joint_0_vel,joint_1_vel,joint_2_vel,joint_3_vel,joint_4_vel,joint_5_vel,joint_6_vel,joint_7_vel,joint_8_vel,joint_9_vel,joint_10_vel,joint_11_vel,joint_12_vel,joint_13_vel,joint_14_vel,joint_15_vel,joint_16_vel,joint_17_vel,joint_18_vel,joint_19_vel,joint_20_vel,joint_21_vel,joint_22_vel,joint_23_vel,joint_24_vel,joint_25_vel,joint_26_vel,joint_27_vel,joint_28_vel
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
-0.000259,-0.011933,0.000175,-0.013333,0.008738,0.000023,-0.000077,0.005679,0.021769,0.027036,0.004399,0.047953,-0.015999,0.003402,-0.008127,0.027428,0.008076,0.003207,-0.008530,0.028379,-0.046564,0.057541,-0.010331,-0.026336,0.039447,0.001649,0.006191,-0.024170,-0.017765
-0.000388,-0.017900,0.000263,-0.020000,0.013107,0.000034,-0.000115,0.008519,0.032654,0.040554,0.006599,0.071930,-0.023999,0.005103,-0.012190,0.041142,0.012114,0.004811,-0.012795,0.042568,-0.069846,0.086312,-0.015496,-0.039503,0.059170,0.002473,0.009286,-0.036256,-0.026647
-0.005932,-0.052572,0.004018,-0.062315,0.039080,0.000526,-0.001768,0.025634,0.099890,0.126605,0.021195,0.225494,-0.073160,0.017162,-0.037069,0.120778,0.036820,0.013999,-0.038958,0.137665,-0.212371,0.263485,-0.047292,-0.120156,0.180300,0.008668,0.028224,-0.111059,-0.081044
-0.012532,-0.062228,0.008497,-0.078047,0.046883,0.001133,-0.003751,0.031002,0.123007,0.158844,0.027243,0.283952,-0.089777,0.022873,-0.045361,0.142898,0.045024,0.016430,-0.047746,0.177950,-0.259834,0.323788,-0.058099,-0.147077,0.221147,0.011905,0.034510,-0.136940,-0.099192
-0.025731,-0.081540,0.017455,-0.109511,0.062491,0.002345,-0.007716,0.041736,0.169241,0.223323,0.039340,0.400868,-0.123010,0.034296,-0.061945,0.187140,0.061432,0.021293,-0.065321,0.258521,-0.354760,0.444395,-0.079713,-0.200921,0.302842,0.018379,0.047083,-0.188701,-0.135488
-0.053688,-0.093256,0.036504,-0.145533,0.073874,0.005076,-0.016243,0.050263,0.216059,0.297900,0.055044,0.538884,-0.155511,0.050965,-0.077594,0.213790,0.076720,0.023816,-0.082259,0.365408,-0.444115,0.564122,-0.101106,-0.251970,0.382322,0.028496,0.058782,-0.241734,-0.169847
-0.067666,-0.099114,0.046028,-0.163543,0.079566,0.006442,-0.020507,0.054527,0.239468,0.335188,0.062896,0.607892,-0.171762,0.059300,-0.085419,0.227115,0.084364,0.025078,-0.090727,0.418851,-0.488793,0.623986,-0.111803,-0.277494,0.422062,0.033554,0.064631,-0.268251,-0.187027
-0.134992,-0.099507,0.092226,-0.226315,0.085014,0.013734,-0.041602,0.060145,0.309024,0.466481,0.093332,0.855639,-0.216975,0.094020,-0.105347,0.227502,0.103051,0.024031,-0.113524,0.629121,-0.601730,0.795610,-0.142298,-0.343375,0.531385,0.055361,0.078864,-0.348574,-0.231177
-0.164131,-0.092106,0.112492,-0.250694,0.080461,0.017485,-0.051197,0.057535,0.331337,0.517892,0.105980,0.954073,-0.229739,0.108825,-0.109718,0.210405,0.106511,0.021849,-0.119460,0.717075,-0.625818,0.847218,-0.151366,-0.358509,0.561452,0.064725,0.081441,-0.375145,-0.241171
-0.222407,-0.077305,0.153022,-0.299452,0.071356,0.024987,-0.070387,0.052316,0.375963,0.620713,0.131276,1.150940,-0.255268,0.138434,-0.118459,0.176211,0.113431,0.017484,-0.131333,0.892981,-0.673995,0.950434,-0.169501,-0.388778,0.621587,0.083454,0.086594,-0.428288,-0.261159
-0.282572,-0.044210,0.196430,-0.356129,0.042502,0.036172,-0.092728,0.031631,0.417302,0.740704,0.161304,1.381966,-0.273111,0.173014,-0.119532,0.100733,0.110800,0.009552,-0.137656,1.100654,-0.675871,1.035071,-0.183885,-0.395802,0.660570,0.104797,0.084166,-0.480379,-0.264989
-0.312654,-0.027663,0.218134,-0.384468,0.028075,0.041764,-0.103899,0.021288,0.437971,0.800700,0.176317,1.497479,-0.282033,0.190305,-0.120069,0.062995,0.109485,0.005586,-0.140817,1.204490,-0.676810,1.077389,-0.191076,-0.399313,0.680061,0.115468,0.082951,-0.506425,-0.266903
-0.639876,0.115969,0.509148,-0.545225,-0.050869,0.254088,-0.290243,-0.033758,0.513459,1.120747,0.282100,2.044241,-0.302101,0.364840,-0.133750,-0.243905,0.114798,-0.052750,-0.147692,1.821939,-0.671262,1.262614,-0.197564,-0.375797,0.737281,0.210875,0.069305,-0.677283,-0.239861
-0.769343,0.166930,0.604605,-0.583935,-0.075692,0.356491,-0.349867,-0.043400,0.528496,1.208417,0.310737,2.233894,-0.305928,0.402615,-0.130366,-0.364930,0.110715,-0.067815,-0.147881,2.044337,-0.658628,1.280987,-0.203021,-0.373736,0.742177,0.239380,0.067869,-0.691015,-0.239172
-1.028278,0.268851,0.795520,-0.661355,-0.125340,0.561296,-0.469115,-0.062682,0.558568,1.383755,0.368012,2.613199,-0.313581,0.478163,-0.123599,-0.606980,0.102550,-0.097946,-0.148261,2.489134,-0.633362,1.317734,-0.213935,-0.369614,0.751967,0.296388,0.064999,-0.718479,-0.237795
-1.027305,0.268541,0.657308,-0.573699,-0.143817,0.654306,-0.377046,-0.027361,0.518583,1.291658,0.316006,2.794347,-0.301795,0.307061,-0.062125,-0.710442,0.016719,-0.038406,-0.133943,2.624046,-0.531326,1.071017,-0.254955,-0.411283,0.669598,0.252205,0.085369,-0.446828,-0.301051
-1.026818,0.268386,0.588202,-0.529871,-0.153055,0.700811,-0.331012,-0.009700,0.498591,1.245609,0.290003,2.884922,-0.295902,0.221510,-0.031388,-0.762173,-0.026196,-0.008636,-0.126785,2.691502,-0.480309,0.947659,-0.275465,-0.432117,0.628413,0.230114,0.095554,-0.311003,-0.332679
-0.999469,0.264977,0.384133,-0.396521,-0.205329,0.959545,-0.238847,0.056407,0.424022,1.075309,0.217820,3.206160,-0.253231,0.078411,-0.001674,-1.066165,-0.408043,0.172454,-0.097947,2.952914,-0.400098,0.660389,-0.349295,-0.497902,0.487856,0.170862,0.144988,-0.108329,-0.461020
-1.123433,0.323342,0.463716,-0.434811,-0.242236,1.043020,-0.182650,0.011807,0.456075,1.141509,0.218401,3.144055,-0.340186,0.092630,-0.008143,-1.227099,-0.424581,0.208079,-0.130747,2.833522,-0.259208,0.669869,-0.397033,-0.485352,0.578630,0.171984,0.103834,-0.126962,-0.491897
-1.371360,0.440073,0.622881,-0.511392,-0.316050,1.209968,-0.070258,-0.077395,0.520181,1.273908,0.219563,3.019847,-0.514094,0.121069,-0.021082,-1.548967,-0.457656,0.279328,-0.196347,2.594736,0.022571,0.688830,-0.492510,-0.460251,0.760178,0.174226,0.021525,-0.164228,-0.553652
-1.719066,0.622991,0.895331,-0.619831,-0.387007,1.384920,-0.032175,-0.329624,0.601918,1.414547,0.227619,2.835649,-0.898301,0.153685,-0.100028,-1.993538,-0.459753,0.366594,-0.321095,2.319221,0.509842,0.682549,-0.617770,-0.436285,1.008908,0.169006,-0.067307,-0.206573,-0.611801
-1.892919,0.714450,1.031557,-0.674050,-0.422485,1.472396,-0.013133,-0.455739,0.642786,1.484866,0.231648,2.743550,-1.090404,0.169993,-0.139501,-2.215823,-0.460801,0.410227,-0.383468,2.181463,0.753478,0.679408,-0.680400,-0.424302,1.133273,0.166395,-0.111723,-0.227745,-0.640876
-1.902169,0.515690,0.993538,-0.677446,0.035112,1.251877,0.271721,0.023898,0.626951,1.072510,0.383498,2.478283,-1.166566,-0.194986,-0.365037,-1.963445,-0.472344,0.151689,-0.245606,1.850056,0.919553,-0.130901,-0.520397,-0.755419,0.563317,-0.031938,-0.159696,0.232561,-0.587060
-1.824089,0.441961,0.905068,-0.679653,0.059434,1.184051,0.273215,0.053577,0.576254,0.988043,0.406134,2.351243,-1.196593,-0.172782,-0.346338,-1.909960,-0.485980,0.161035,-0.232085,1.715764,0.994313,-0.120922,-0.543563,-0.745195,0.453461,-0.040693,-0.140692,0.234658,-0.480773
-1.667931,0.294501,0.728128,-0.684067,0.108078,1.048398,0.276201,0.112935,0.474861,0.819108,0.451407,2.097165,-1.256648,-0.128374,-0.308940,-1.802989,-0.513254,0.179726,-0.205043,1.447179,1.143832,-0.100965,-0.589896,-0.724747,0.233748,-0.058203,-0.102683,0.238852,-0.268198
-1.612280,0.213801,0.647857,-0.737941,0.144404,0.932812,0.176213,0.099591,0.381670,0.733086,0.468267,1.887193,-1.306393,-0.043742,-0.182912,-1.820524,-0.500412,0.280206,-0.218356,1.112603,1.292615,-0.018939,-0.757902,-0.583154,0.157278,-0.034555,-0.082977,0.096872,-0.148884
-1.584454,0.173450,0.607722,-0.764878,0.162566,0.875019,0.126219,0.092919,0.335074,0.690075,0.476697,1.782208,-1.331265,-0.001425,-0.119898,-1.829291,-0.493991,0.330447,-0.225013,0.945315,1.367007,0.022073,-0.841905,-0.512357,0.119043,-0.022732,-0.073124,0.025882,-0.089227
