joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-0.042305,-0.064386,-0.033419,-0.016005,-0.035799,0.027902,0.184766,-0.267469,0.006365,0.155137,0.188779,0.285460,0.308925,-0.188167,-0.117066,0.348349,-0.405744,-0.003602,0.095451,-0.289380,0.246312,0.927435,0.782755,-0.271707,0.397072,-0.037811,0.000195,-0.405885,0.400848
-0.038172,-0.060920,-0.031980,-0.015727,-0.036664,0.026544,0.186439,-0.268956,0.006448,0.151157,0.186113,0.277418,0.299743,-0.185330,-0.115908,0.351748,-0.408653,-0.004364,0.096556,-0.291342,0.251196,0.925645,0.779741,-0.267221,0.388733,-0.040886,-0.002791,-0.395657,0.389954
-0.034777,-0.057897,-0.030914,-0.015904,-0.037631,0.025117,0.186977,-0.270169,0.006738,0.149221,0.184688,0.270063,0.290916,-0.183430,-0.115845,0.354325,-0.410350,-0.005371,0.096983,-0.294667,0.257245,0.924142,0.779193,-0.264000,0.380307,-0.044569,-0.005207,-0.384375,0.378246
-0.030891,-0.054754,-0.030331,-0.015852,-0.038513,0.023769,0.187226,-0.271776,0.007590,0.145254,0.182521,0.263820,0.284601,-0.181140,-0.115137,0.355892,-0.411660,-0.005762,0.097766,-0.297021,0.261597,0.922530,0.774154,-0.264079,0.374758,-0.047048,-0.007595,-0.378188,0.372245
-0.026758,-0.051550,-0.029990,-0.015686,-0.039352,0.022460,0.187331,-0.273580,0.008723,0.140271,0.179984,0.258133,0.279542,-0.178656,-0.114106,0.356953,-0.412778,-0.005845,0.098726,-0.298888,0.265101,0.920863,0.766870,-0.265809,0.370648,-0.048925,-0.009970,-0.374548,0.369098
-0.023083,-0.049589,-0.029594,-0.014725,-0.039970,0.021863,0.187979,-0.274716,0.008716,0.136674,0.181543,0.253015,0.274624,-0.177014,-0.113754,0.357542,-0.414106,-0.006023,0.099365,-0.300228,0.267990,0.921281,0.763494,-0.264487,0.363491,-0.050759,-0.012569,-0.367341,0.361141
-0.019138,-0.047318,-0.029046,-0.014130,-0.040773,0.021106,0.188744,-0.275591,0.008709,0.132911,0.182350,0.247075,0.268878,-0.176655,-0.114604,0.357716,-0.414767,-0.006219,0.100055,-0.301593,0.271173,0.923107,0.762688,-0.264167,0.357053,-0.052599,-0.015053,-0.359530,0.351789
-0.014653,-0.044426,-0.028192,-0.014270,-0.041947,0.020029,0.189744,-0.275945,0.008700,0.128814,0.181655,0.239492,0.261478,-0.178865,-0.117858,0.357062,-0.414094,-0.006452,0.100846,-0.303008,0.274944,0.927748,0.767023,-0.265851,0.352053,-0.054451,-0.017310,-0.350514,0.339649
-0.011650,-0.041810,-0.027481,-0.014403,-0.042907,0.019329,0.189540,-0.276496,0.008503,0.126353,0.181440,0.231101,0.254244,-0.179356,-0.120666,0.356362,-0.413419,-0.006998,0.100359,-0.304146,0.278303,0.932631,0.769652,-0.267848,0.348302,-0.056663,-0.020595,-0.342372,0.328909
-0.009387,-0.039331,-0.026842,-0.014532,-0.043759,0.018819,0.188734,-0.277146,0.008212,0.124711,0.181467,0.222307,0.247094,-0.178989,-0.123251,0.355640,-0.412741,-0.007701,0.099234,-0.305147,0.281455,0.937636,0.771428,-0.270001,0.345174,-0.059054,-0.024396,-0.334667,0.318868
-0.005131,-0.035356,-0.024983,-0.014559,-0.044596,0.018230,0.190108,-0.280064,0.008720,0.121982,0.178544,0.211381,0.236897,-0.182846,-0.125607,0.354702,-0.412577,-0.007311,0.100853,-0.305942,0.287080,0.943817,0.775097,-0.268733,0.335764,-0.060058,-0.027425,-0.326090,0.309190
-0.001209,-0.032290,-0.023262,-0.014355,-0.045765,0.017728,0.191573,-0.282546,0.009626,0.120399,0.178160,0.199681,0.225613,-0.186130,-0.128395,0.353661,-0.412004,-0.006845,0.102009,-0.307527,0.293911,0.947523,0.777359,-0.269457,0.326905,-0.061961,-0.030806,-0.316549,0.299412
0.002042,-0.031040,-0.021816,-0.013690,-0.047596,0.017403,0.193220,-0.284155,0.011329,0.121110,0.182853,0.186436,0.212152,-0.188270,-0.132049,0.352413,-0.410614,-0.006224,0.102242,-0.310689,0.303157,0.946276,0.776809,-0.274165,0.319147,-0.065663,-0.034890,-0.305080,0.289434
0.005281,-0.030114,-0.020700,-0.012723,-0.049193,0.016929,0.195724,-0.287415,0.013248,0.120295,0.186178,0.172872,0.200032,-0.190408,-0.134241,0.351330,-0.409350,-0.004941,0.103134,-0.312355,0.310639,0.943291,0.772402,-0.281044,0.315465,-0.068578,-0.039045,-0.292842,0.277949
0.008512,-0.029352,-0.019751,-0.011606,-0.050673,0.016381,0.198657,-0.291500,0.015276,0.118717,0.188820,0.159149,0.188581,-0.192545,-0.135702,0.350328,-0.408149,-0.003329,0.104356,-0.313273,0.317240,0.939437,0.766068,-0.289008,0.313819,-0.071100,-0.043233,-0.280220,0.265710
0.011955,-0.027034,-0.017931,-0.010507,-0.052704,0.015508,0.204113,-0.293028,0.018415,0.121336,0.191170,0.144301,0.174062,-0.196278,-0.138596,0.349974,-0.405886,-0.002050,0.104581,-0.313788,0.325867,0.922337,0.755886,-0.301010,0.312282,-0.075731,-0.047782,-0.264085,0.248217
0.015133,-0.025335,-0.016524,-0.009531,-0.054998,0.014688,0.209165,-0.294854,0.022281,0.124325,0.194593,0.130484,0.161049,-0.200123,-0.141518,0.350139,-0.403771,-0.001106,0.105009,-0.313365,0.333656,0.901750,0.741805,-0.313161,0.312277,-0.080528,-0.052590,-0.247117,0.230736
0.017783,-0.024874,-0.015944,-0.008797,-0.057820,0.013975,0.213413,-0.297277,0.027598,0.128056,0.200160,0.118726,0.151046,-0.204196,-0.144495,0.351342,-0.401957,-0.000830,0.105843,-0.311065,0.339771,0.874191,0.719924,-0.325611,0.315337,-0.085657,-0.057915,-0.228486,0.213276
0.020773,-0.023974,-0.015297,-0.007692,-0.060868,0.013030,0.218475,-0.300545,0.032867,0.133033,0.207508,0.109453,0.143791,-0.207930,-0.147948,0.352979,-0.402657,0.000188,0.105613,-0.304294,0.342876,0.835538,0.682621,-0.341661,0.326008,-0.091630,-0.064076,-0.210898,0.200591
0.023932,-0.022855,-0.014618,-0.006402,-0.064028,0.011968,0.223944,-0.304237,0.038111,0.138635,0.215747,0.101423,0.137912,-0.211495,-0.151639,0.354833,-0.404614,0.001577,0.104850,-0.295289,0.344476,0.791339,0.637608,-0.359511,0.340484,-0.098026,-0.070656,-0.193831,0.190295
0.023240,-0.027388,-0.015099,-0.007125,-0.066859,0.010892,0.222736,-0.305455,0.048961,0.141867,0.226297,0.102269,0.141565,-0.211190,-0.153820,0.361606,-0.413651,0.001274,0.105556,-0.277213,0.336627,0.715482,0.554038,-0.401787,0.388237,-0.100241,-0.068252,-0.184264,0.205739
0.021851,-0.032221,-0.015768,-0.007532,-0.070233,0.009908,0.222774,-0.308034,0.058681,0.143369,0.233433,0.114596,0.159341,-0.210874,-0.155329,0.370618,-0.425659,0.000036,0.106731,-0.249484,0.318741,0.617122,0.444182,-0.450650,0.445557,-0.102275,-0.064038,-0.178107,0.229733
0.019067,-0.037652,-0.016809,-0.007306,-0.074691,0.009110,0.225305,-0.313336,0.066144,0.141411,0.233741,0.149886,0.205362,-0.210537,-0.155496,0.384109,-0.443610,-0.003073,0.108847,-0.202449,0.280781,0.473758,0.281753,-0.512687,0.522011,-0.103948,-0.056200,-0.178768,0.270825
0.015422,-0.039820,-0.018285,-0.005410,-0.075261,0.009200,0.228672,-0.318132,0.069665,0.139193,0.224699,0.204796,0.264618,-0.206356,-0.152417,0.393343,-0.451998,-0.009914,0.113004,-0.149564,0.228837,0.330019,0.123843,-0.568580,0.596500,-0.108842,-0.050487,-0.172136,0.287180
0.011347,-0.040358,-0.019979,-0.002679,-0.073886,0.009735,0.232458,-0.322676,0.071215,0.136845,0.210981,0.269515,0.330491,-0.200255,-0.147714,0.400449,-0.455605,-0.018621,0.118182,-0.093756,0.169900,0.186092,-0.031808,-0.621401,0.670007,-0.115347,-0.045835,-0.161857,0.291167
0.011379,-0.037444,-0.020445,-0.002095,-0.072222,0.008708,0.235621,-0.326559,0.067667,0.132725,0.197054,0.310046,0.369099,-0.194960,-0.144914,0.392341,-0.446034,-0.022630,0.122890,-0.065635,0.138291,0.128390,-0.078974,-0.657578,0.698385,-0.120249,-0.048078,-0.147133,0.269472
0.010589,-0.035955,-0.020635,-0.001826,-0.071279,0.007986,0.236209,-0.328174,0.064256,0.131229,0.187880,0.347931,0.404505,-0.190205,-0.141864,0.385885,-0.439435,-0.025998,0.126149,-0.042477,0.112537,0.075658,-0.122090,-0.687557,0.716535,-0.126138,-0.050818,-0.135024,0.254613
0.008156,-0.037319,-0.020273,-0.002187,-0.071777,0.007874,0.231646,-0.325251,0.061120,0.134983,0.188212,0.380526,0.433506,-0.186527,-0.138316,0.382733,-0.438780,-0.028087,0.126509,-0.029243,0.098490,0.032865,-0.157103,-0.705140,0.714229,-0.134003,-0.054554,-0.128146,0.253424
0.005767,-0.039596,-0.020244,-0.003046,-0.073223,0.007975,0.228188,-0.325103,0.057749,0.137705,0.189795,0.404866,0.456066,-0.182753,-0.135801,0.376558,-0.436853,-0.030019,0.127186,-0.018075,0.088638,0.000364,-0.182903,-0.715998,0.714257,-0.136659,-0.054261,-0.124648,0.255960
0.003400,-0.042329,-0.020381,-0.004154,-0.075141,0.008183,0.225283,-0.326344,0.054261,0.139912,0.192003,0.425077,0.475407,-0.178929,-0.133803,0.368870,-0.434288,-0.031873,0.128022,-0.007939,0.080884,-0.026991,-0.204096,-0.723493,0.715451,-0.136712,-0.051955,-0.122840,0.260359
0.001213,-0.043185,-0.020171,-0.006102,-0.075930,0.007784,0.223216,-0.326477,0.051702,0.143302,0.191062,0.441528,0.487043,-0.174244,-0.134189,0.361277,-0.430732,-0.033953,0.126418,-0.004665,0.076461,-0.037645,-0.212240,-0.735440,0.713708,-0.134560,-0.049496,-0.125431,0.260767
-0.001517,-0.044110,-0.019590,-0.007474,-0.077413,0.007383,0.221938,-0.327842,0.049296,0.147190,0.191029,0.454989,0.496700,-0.170146,-0.134623,0.355451,-0.428892,-0.035519,0.124241,-0.002311,0.073470,-0.046424,-0.217412,-0.742577,0.707370,-0.134066,-0.047963,-0.125541,0.259813
-0.005336,-0.045173,-0.018267,-0.007692,-0.080285,0.006981,0.222237,-0.331669,0.047199,0.152074,0.192816,0.462468,0.502400,-0.167226,-0.135154,0.353159,-0.430484,-0.036057,0.120918,-0.001795,0.073342,-0.051452,-0.216640,-0.740094,0.691842,-0.136887,-0.048280,-0.120686,0.256134
-0.008527,-0.047571,-0.017125,-0.008661,-0.082013,0.006769,0.221117,-0.332294,0.045562,0.156617,0.195802,0.465763,0.506216,-0.166545,-0.135134,0.351935,-0.433446,-0.036234,0.119972,-0.002809,0.075395,-0.053545,-0.215340,-0.740591,0.681019,-0.137576,-0.047999,-0.118383,0.255828
-0.011405,-0.050638,-0.016074,-0.010007,-0.083170,0.006652,0.219287,-0.331318,0.044155,0.160990,0.199389,0.466966,0.509091,-0.166984,-0.134839,0.351246,-0.437093,-0.036231,0.120215,-0.004588,0.078538,-0.054172,-0.213777,-0.742579,0.672549,-0.137198,-0.047419,-0.117356,0.257210
-0.015452,-0.054202,-0.014499,-0.011951,-0.086936,0.006840,0.215142,-0.334949,0.043503,0.165975,0.207620,0.466905,0.510296,-0.166452,-0.138209,0.349894,-0.437941,-0.036756,0.119316,-0.004854,0.081121,-0.050473,-0.210580,-0.738869,0.672246,-0.136666,-0.047250,-0.119506,0.257935
-0.019158,-0.057417,-0.012832,-0.013997,-0.090472,0.006980,0.210828,-0.338371,0.042982,0.170216,0.214813,0.465473,0.510426,-0.166842,-0.141835,0.348729,-0.439116,-0.036645,0.118180,-0.005558,0.084558,-0.046044,-0.206622,-0.734649,0.670440,-0.136340,-0.047025,-0.121084,0.258973
-0.022182,-0.059932,-0.010981,-0.016248,-0.093549,0.007024,0.206179,-0.341372,0.042726,0.172970,0.219932,0.461301,0.508405,-0.169075,-0.145976,0.347940,-0.440946,-0.035265,0.116573,-0.007139,0.089705,-0.040155,-0.201140,-0.729410,0.665626,-0.136427,-0.046687,-0.121518,0.260635
-0.026387,-0.062703,-0.009477,-0.017207,-0.096723,0.006853,0.204742,-0.344691,0.043229,0.178559,0.224384,0.458387,0.507493,-0.172600,-0.148514,0.347200,-0.442828,-0.034242,0.115845,-0.007298,0.092654,-0.036181,-0.198613,-0.732184,0.661960,-0.137188,-0.046474,-0.121341,0.262992
-0.031184,-0.065601,-0.008145,-0.017520,-0.099946,0.006573,0.204912,-0.348169,0.044112,0.185565,0.228504,0.456103,0.507136,-0.176772,-0.150251,0.346485,-0.444737,-0.033398,0.115556,-0.006745,0.094504,-0.033165,-0.197562,-0.738965,0.658867,-0.138286,-0.046324,-0.120860,0.265696
-0.033246,-0.068019,-0.008107,-0.018097,-0.100087,0.007033,0.202764,-0.348301,0.044509,0.186292,0.230325,0.454537,0.507286,-0.175091,-0.148649,0.347003,-0.447082,-0.032922,0.114771,-0.007129,0.096714,-0.030804,-0.201645,-0.739762,0.659519,-0.139590,-0.048862,-0.121740,0.265194
-0.035128,-0.071302,-0.008161,-0.019432,-0.100075,0.007436,0.199471,-0.348206,0.044062,0.185218,0.231754,0.453084,0.508121,-0.171381,-0.145550,0.346993,-0.449497,-0.032546,0.114074,-0.006959,0.098226,-0.028677,-0.207917,-0.738251,0.658096,-0.140954,-0.051240,-0.122691,0.265197
-0.036649,-0.076315,-0.008404,-0.022283,-0.099755,0.007725,0.193884,-0.347661,0.041923,0.180538,0.232396,0.451858,0.510329,-0.163612,-0.139454,0.345926,-0.452053,-0.032371,0.113551,-0.005682,0.098344,-0.027018,-0.218567,-0.732124,0.652523,-0.142435,-0.053299,-0.123787,0.266211
-0.040222,-0.081994,-0.009662,-0.024083,-0.098945,0.008628,0.190680,-0.345389,0.040891,0.181032,0.233366,0.453477,0.512953,-0.153462,-0.133714,0.344754,-0.454304,-0.032886,0.111886,-0.005437,0.097635,-0.025364,-0.228953,-0.726389,0.646979,-0.144803,-0.055999,-0.123296,0.265589
-0.044821,-0.088006,-0.011427,-0.025358,-0.097891,0.009838,0.188668,-0.342254,0.040412,0.184114,0.234501,0.456519,0.515784,-0.142122,-0.128154,0.343531,-0.456402,-0.033747,0.109649,-0.005709,0.096512,-0.023713,-0.239207,-0.720851,0.641450,-0.147614,-0.059019,-0.122012,0.264149
-0.049659,-0.094879,-0.013068,-0.029037,-0.096470,0.011836,0.182165,-0.340915,0.038347,0.185394,0.234482,0.459110,0.517460,-0.129352,-0.121424,0.343397,-0.459544,-0.036248,0.107661,-0.006979,0.095357,-0.024403,-0.247704,-0.709369,0.629109,-0.150906,-0.062516,-0.122705,0.263673
-0.054909,-0.101707,-0.014344,-0.033104,-0.094912,0.013812,0.175774,-0.338568,0.036156,0.187545,0.233383,0.462161,0.518609,-0.116836,-0.114360,0.343729,-0.463828,-0.039718,0.105530,-0.009574,0.095418,-0.024606,-0.254314,-0.697233,0.613564,-0.154972,-0.067074,-0.120179,0.257927
-0.060985,-0.108440,-0.014889,-0.037949,-0.093080,0.015740,0.169611,-0.334201,0.033713,0.191440,0.230122,0.466130,0.518706,-0.104827,-0.106625,0.344990,-0.470396,-0.045127,0.103115,-0.014820,0.097912,-0.023838,-0.257150,-0.683791,0.591611,-0.160586,-0.073755,-0.111214,0.241640
-0.070113,-0.114195,-0.014633,-0.042345,-0.092715,0.017607,0.166198,-0.330623,0.031807,0.204000,0.227455,0.468008,0.517004,-0.092654,-0.095366,0.346942,-0.479589,-0.052606,0.100205,-0.021730,0.102558,-0.025450,-0.260295,-0.665833,0.562895,-0.167725,-0.081733,-0.099532,0.221683
-0.080767,-0.119461,-0.013976,-0.046518,-0.093084,0.019443,0.164161,-0.327440,0.030169,0.220893,0.225085,0.468841,0.514403,-0.080400,-0.082345,0.349239,-0.490093,-0.061120,0.097048,-0.029472,0.108281,-0.028253,-0.263594,-0.645616,0.530797,-0.175628,-0.090360,-0.086493,0.199892
-0.103962,-0.125173,-0.011952,-0.046661,-0.098722,0.020595,0.171322,-0.324765,0.036478,0.266731,0.232372,0.459404,0.501018,-0.079002,-0.073802,0.352516,-0.503307,-0.070894,0.093331,-0.037935,0.113794,-0.038058,-0.266340,-0.627577,0.491405,-0.184410,-0.099534,-0.074633,0.174785
-0.132626,-0.131147,-0.008991,-0.043026,-0.106702,0.021100,0.183637,-0.323927,0.043459,0.326387,0.243473,0.447330,0.486615,-0.085607,-0.070340,0.356792,-0.517478,-0.078628,0.089103,-0.047269,0.119607,-0.051656,-0.270827,-0.611986,0.452444,-0.193358,-0.108293,-0.063917,0.150985
-0.172228,-0.137642,-0.004157,-0.031833,-0.119365,0.020310,0.206260,-0.326759,0.051785,0.413683,0.262204,0.429982,0.470176,-0.108216,-0.077037,0.363063,-0.533563,-0.082284,0.083854,-0.058343,0.126021,-0.072843,-0.278795,-0.601294,0.414347,-0.202634,-0.116224,-0.055487,0.129799
-0.225236,-0.147805,0.002176,-0.002605,-0.139902,0.019863,0.240102,-0.340279,0.060324,0.532817,0.298428,0.401449,0.445068,-0.142594,-0.107900,0.372513,-0.554155,-0.081492,0.072039,-0.072898,0.138643,-0.100594,-0.286279,-0.592541,0.384539,-0.213879,-0.123458,-0.051856,0.120989
-0.284947,-0.159801,0.009257,0.035640,-0.164375,0.019587,0.279553,-0.359143,0.068970,0.667870,0.343398,0.367324,0.415625,-0.182855,-0.150844,0.383553,-0.577001,-0.078475,0.056941,-0.089194,0.154370,-0.131626,-0.293523,-0.584757,0.358875,-0.226108,-0.130343,-0.050624,0.118365
-0.348919,-0.188919,0.013315,0.108042,-0.205046,0.019295,0.316869,-0.379612,0.083387,0.822383,0.438633,0.310141,0.366996,-0.243686,-0.246376,0.396365,-0.599962,-0.073582,0.043001,-0.105541,0.178534,-0.179251,-0.302627,-0.594355,0.350562,-0.241230,-0.135915,-0.058785,0.131638
-0.411217,-0.223663,0.017729,0.186323,-0.249238,0.018746,0.345017,-0.395535,0.096125,0.965374,0.543335,0.241482,0.308417,-0.300052,-0.337886,0.408136,-0.620537,-0.065679,0.032420,-0.123972,0.208145,-0.227087,-0.310909,-0.602543,0.339071,-0.258876,-0.140932,-0.061579,0.139848
-0.470170,-0.269657,0.022854,0.276359,-0.300470,0.017685,0.354829,-0.402367,0.105507,1.085319,0.666968,0.149873,0.229935,-0.347489,-0.421351,0.417823,-0.636338,-0.051758,0.028560,-0.146571,0.248651,-0.275346,-0.317551,-0.607909,0.321222,-0.281571,-0.144839,-0.053642,0.137934
-0.520580,-0.321122,0.024514,0.370730,-0.349640,0.014097,0.339102,-0.388500,0.116586,1.163225,0.790811,0.044973,0.132500,-0.397349,-0.487684,0.429084,-0.642695,-0.038416,0.031973,-0.174663,0.297266,-0.319160,-0.321347,-0.613660,0.293070,-0.305879,-0.148780,-0.019792,0.118950
-0.566720,-0.375323,0.024443,0.467267,-0.397778,0.009246,0.310605,-0.364285,0.128515,1.220113,0.914758,-0.066573,0.025586,-0.448422,-0.545452,0.441131,-0.644331,-0.025363,0.039022,-0.205501,0.349936,-0.360751,-0.323719,-0.619603,0.259767,-0.330993,-0.152738,0.027013,0.091433
-0.600072,-0.435296,0.019066,0.561130,-0.443471,0.003860,0.260834,-0.320595,0.152901,1.196170,1.031347,-0.178262,-0.083660,-0.470677,-0.593499,0.471714,-0.637335,-0.033334,0.047426,-0.227280,0.409391,-0.382515,-0.324587,-0.582649,0.251643,-0.346981,-0.160818,0.116032,0.034091
-0.627022,-0.494834,0.011770,0.644705,-0.485781,-0.000376,0.208737,-0.273352,0.178824,1.146129,1.140243,-0.279598,-0.172439,-0.474637,-0.639978,0.511171,-0.633985,-0.050758,0.058187,-0.246054,0.461507,-0.394693,-0.329218,-0.540420,0.253935,-0.360225,-0.169501,0.202111,-0.017312
-0.641171,-0.553501,0.000634,0.707707,-0.521327,-0.002314,0.151988,-0.219002,0.207825,1.043889,1.233753,-0.360227,-0.220280,-0.442007,-0.683319,0.568375,-0.637926,-0.087089,0.073661,-0.258820,0.498948,-0.387697,-0.341377,-0.487639,0.277061,-0.367979,-0.179388,0.282308,-0.056837
-0.642749,-0.612618,-0.019874,0.756380,-0.555578,-0.004287,0.102206,-0.167227,0.247408,0.928088,1.312175,-0.407503,-0.204573,-0.394065,-0.709438,0.664992,-0.658314,-0.132741,0.095389,-0.249192,0.489917,-0.363127,-0.360544,-0.428906,0.295822,-0.374400,-0.189901,0.348023,-0.067928
-0.638042,-0.671960,-0.045068,0.797889,-0.589182,-0.006279,0.055906,-0.116740,0.292281,0.805508,1.383052,-0.438101,-0.157093,-0.338468,-0.726946,0.781317,-0.686927,-0.183053,0.120244,-0.228368,0.457650,-0.329771,-0.383215,-0.367195,0.312401,-0.380155,-0.200725,0.406498,-0.064801
-0.676533,-0.749420,-0.083852,0.827081,-0.603943,-0.008329,-0.025311,-0.033582,0.348623,0.793978,1.470361,-0.421839,-0.004328,-0.327573,-0.732784,0.975477,-0.746059,-0.216841,0.149772,-0.162460,0.352423,-0.175286,-0.422767,-0.303893,0.335079,-0.352832,-0.206833,0.433165,-0.022410
-0.723704,-0.823890,-0.117228,0.846573,-0.621141,-0.011934,-0.103513,0.042695,0.401657,0.810224,1.553302,-0.397916,0.156627,-0.325308,-0.736300,1.169875,-0.797965,-0.243853,0.177304,-0.101354,0.245918,0.025376,-0.461693,-0.237684,0.364189,-0.303759,-0.206707,0.430574,0.020036
-0.788235,-0.892381,-0.139792,0.846665,-0.643212,-0.018649,-0.175685,0.105207,0.448072,0.882023,1.627506,-0.358669,0.333966,-0.340302,-0.735175,1.364749,-0.835420,-0.257313,0.200844,-0.049852,0.136856,0.318389,-0.499365,-0.165662,0.406161,-0.211186,-0.194112,0.369466,0.062596
-0.862726,-0.947457,-0.151622,0.840149,-0.664726,-0.024763,-0.236413,0.164845,0.481431,1.000555,1.689583,-0.329768,0.465083,-0.377151,-0.735303,1.487100,-0.849325,-0.261800,0.216413,-0.022918,0.062837,0.579829,-0.521196,-0.159877,0.426620,-0.148524,-0.186220,0.323606,0.079731
-0.942197,-0.995825,-0.158085,0.830330,-0.685961,-0.030576,-0.291419,0.223045,0.508261,1.142453,1.745596,-0.306041,0.573091,-0.424927,-0.736058,1.573189,-0.851456,-0.261800,0.227996,-0.008267,0.006338,0.825481,-0.535105,-0.187211,0.436322,-0.100819,-0.180678,0.285370,0.084152
-1.010211,-1.025974,-0.150781,0.833380,-0.702078,-0.029937,-0.333095,0.268245,0.515303,1.259720,1.784354,-0.291796,0.631195,-0.483725,-0.740813,1.609191,-0.836626,-0.261800,0.236000,-0.005985,-0.015935,0.929045,-0.531610,-0.201466,0.429125,-0.087345,-0.180377,0.304068,0.060641
-1.073938,-1.051397,-0.145617,0.833927,-0.715501,-0.029561,-0.373735,0.309699,0.519999,1.367946,1.818236,-0.279328,0.683744,-0.537773,-0.745252,1.638208,-0.828113,-0.261800,0.244226,-0.006349,-0.032522,1.015922,-0.532785,-0.212841,0.423885,-0.077609,-0.181426,0.314011,0.041694
-1.129090,-1.067369,-0.144730,0.829467,-0.723535,-0.029708,-0.412302,0.343664,0.520000,1.458091,1.842368,-0.270414,0.725182,-0.582320,-0.749060,1.653257,-0.832236,-0.261800,0.252896,-0.012005,-0.037737,1.069425,-0.543302,-0.218457,0.422561,-0.075347,-0.185179,0.306442,0.031873
-1.171307,-1.076977,-0.145819,0.820513,-0.734209,-0.030140,-0.440862,0.365019,0.520000,1.525967,1.855426,-0.267038,0.758157,-0.615788,-0.749534,1.663542,-0.838786,-0.261800,0.257612,-0.014872,-0.041693,1.102623,-0.551706,-0.223876,0.419815,-0.077846,-0.187457,0.309076,0.023144
-1.207057,-1.083402,-0.147896,0.809312,-0.746203,-0.030715,-0.464420,0.380069,0.520000,1.582709,1.862947,-0.266431,0.786900,-0.643717,-0.748341,1.671445,-0.846549,-0.261800,0.260350,-0.016345,-0.045021,1.125668,-0.559054,-0.229196,0.416358,-0.082725,-0.188997,0.316812,0.014960
-1.226530,-1.085876,-0.145452,0.802243,-0.754880,-0.026940,-0.474582,0.380857,0.520000,1.612546,1.856315,-0.266343,0.806701,-0.653906,-0.742342,1.672845,-0.852562,-0.261800,0.260313,-0.017959,-0.053976,1.133310,-0.564702,-0.231221,0.407977,-0.087038,-0.190292,0.315260,0.010804
-1.241879,-1.087283,-0.142409,0.795990,-0.762761,-0.022163,-0.482521,0.380353,0.520000,1.636308,1.847867,-0.266093,0.825590,-0.661201,-0.735102,1.672076,-0.856967,-0.261800,0.260304,-0.019751,-0.062461,1.138061,-0.568917,-0.232424,0.400776,-0.091233,-0.191914,0.315364,0.005473
-1.248982,-1.086556,-0.138166,0.791369,-0.769051,-0.015383,-0.486013,0.377267,0.520000,1.647920,1.835787,-0.265518,0.842655,-0.662705,-0.725382,1.666969,-0.858156,-0.261800,0.260352,-0.021900,-0.070007,1.137033,-0.570263,-0.231982,0.395933,-0.095195,-0.194190,0.318780,-0.002210
-1.252136,-1.085234,-0.130237,0.788312,-0.777547,-0.007535,-0.484369,0.371404,0.520000,1.652759,1.822653,-0.262990,0.856215,-0.661051,-0.717753,1.660496,-0.855591,-0.261800,0.260439,-0.024716,-0.077028,1.130160,-0.570537,-0.229040,0.388920,-0.098937,-0.196442,0.322232,-0.007481
-1.253317,-1.083614,-0.120464,0.786038,-0.787148,0.000846,-0.480158,0.364154,0.520000,1.654213,1.808994,-0.259486,0.868023,-0.657817,-0.711170,1.653341,-0.851149,-0.261800,0.260547,-0.027865,-0.083787,1.120364,-0.570275,-0.224848,0.380822,-0.102569,-0.198682,0.325702,-0.011548
-1.254112,-1.085197,-0.112703,0.786124,-0.791299,0.007871,-0.473899,0.360186,0.520000,1.649625,1.797467,-0.256369,0.877435,-0.648177,-0.703341,1.646987,-0.846181,-0.261800,0.260645,-0.029606,-0.088731,1.109966,-0.569467,-0.219896,0.375503,-0.106551,-0.202106,0.328958,-0.015545
-1.254298,-1.085842,-0.106609,0.786987,-0.794088,0.014256,-0.468746,0.357213,0.520000,1.645716,1.786651,-0.253802,0.885357,-0.640202,-0.696143,1.641225,-0.842858,-0.261800,0.260735,-0.031115,-0.093088,1.100096,-0.569760,-0.215985,0.371484,-0.110542,-0.206067,0.331761,-0.017637
-1.253265,-1.084612,-0.103849,0.789405,-0.794154,0.019360,-0.465804,0.356229,0.520000,1.643164,1.777258,-0.252336,0.890296,-0.635557,-0.690205,1.636647,-0.842824,-0.261800,0.260807,-0.032161,-0.096270,1.091281,-0.572252,-0.214156,0.370064,-0.114553,-0.211103,0.333654,-0.015919
-1.253127,-1.082840,-0.103122,0.791929,-0.794023,0.023519,-0.462751,0.354025,0.520000,1.639802,1.768973,-0.252169,0.894880,-0.629448,-0.684910,1.633207,-0.843073,-0.261800,0.260927,-0.031912,-0.098749,1.086079,-0.575304,-0.212862,0.371833,-0.116190,-0.214208,0.332516,-0.011391
-1.253435,-1.080796,-0.103412,0.794507,-0.793794,0.027206,-0.459642,0.351210,0.520000,1.636035,1.761241,-0.252652,0.899286,-0.622608,-0.679938,1.630337,-0.843465,-0.261800,0.261071,-0.031014,-0.100878,1.082684,-0.578636,-0.211834,0.375197,-0.116640,-0.216348,0.329863,-0.005458
-1.257443,-1.079052,-0.105596,0.795390,-0.796011,0.030100,-0.458574,0.348842,0.520000,1.635143,1.753739,-0.255859,0.901217,-0.615572,-0.675274,1.628410,-0.843427,-0.261800,0.261144,-0.027792,-0.102522,1.082591,-0.581707,-0.214191,0.380709,-0.115945,-0.217740,0.330404,-0.002944
