joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-1.262871,-1.076924,-0.107413,0.795520,-0.797213,0.032609,-0.459171,0.346561,0.520000,1.635970,1.746718,-0.258786,0.902908,-0.609873,-0.671682,1.627895,-0.843070,-0.261800,0.261225,-0.024967,-0.103295,1.082573,-0.584355,-0.216772,0.385724,-0.115482,-0.219016,0.330390,-0.001020
-1.271141,-1.074027,-0.108499,0.794144,-0.796382,0.034346,-0.463100,0.344454,0.520000,1.640233,1.740656,-0.261154,0.904117,-0.606849,-0.670236,1.630203,-0.842075,-0.261800,0.261323,-0.022937,-0.102326,1.082705,-0.586157,-0.219802,0.389746,-0.115483,-0.220059,0.329268,-0.000274
-1.279149,-1.071004,-0.110252,0.793148,-0.797010,0.035323,-0.467689,0.342217,0.520000,1.643789,1.734855,-0.264205,0.904287,-0.605782,-0.668430,1.632566,-0.841370,-0.261800,0.261396,-0.020713,-0.101712,1.084659,-0.587856,-0.221849,0.393690,-0.114124,-0.220056,0.327774,0.003455
-1.287026,-1.067919,-0.112339,0.792342,-0.798367,0.035921,-0.472608,0.339914,0.520000,1.646990,1.729182,-0.267598,0.903939,-0.605694,-0.666443,1.634958,-0.840811,-0.261800,0.261456,-0.018393,-0.101275,1.087525,-0.589504,-0.223404,0.397596,-0.112085,-0.219532,0.326094,0.008675
-1.292052,-1.062697,-0.111942,0.792697,-0.800689,0.036353,-0.475582,0.336015,0.520000,1.652878,1.723116,-0.269386,0.903311,-0.608254,-0.665014,1.638777,-0.842043,-0.261800,0.261467,-0.018128,-0.099932,1.090543,-0.590237,-0.220747,0.399905,-0.110851,-0.219102,0.325267,0.010543
-1.297439,-1.057042,-0.112045,0.792258,-0.803173,0.036623,-0.479626,0.332234,0.520000,1.658750,1.716291,-0.271402,0.902162,-0.610815,-0.662308,1.642589,-0.844249,-0.261800,0.261482,-0.018163,-0.097878,1.092616,-0.591717,-0.219055,0.404070,-0.109645,-0.218310,0.323461,0.014042
-1.303547,-1.050520,-0.113143,0.790231,-0.805981,0.036567,-0.485811,0.328686,0.520000,1.664587,1.707947,-0.273877,0.899974,-0.613379,-0.657051,1.646383,-0.848405,-0.261800,0.261506,-0.018796,-0.094400,1.092799,-0.594695,-0.219296,0.411945,-0.108492,-0.216796,0.319699,0.020806
-1.307436,-1.042268,-0.114659,0.787522,-0.809128,0.036654,-0.488291,0.323406,0.520000,1.668748,1.696848,-0.277440,0.895991,-0.613655,-0.650509,1.649207,-0.855178,-0.261800,0.261542,-0.019283,-0.092589,1.096264,-0.598732,-0.218552,0.419246,-0.105071,-0.214776,0.314847,0.029972
-1.310217,-1.033151,-0.116382,0.784472,-0.812446,0.036812,-0.488919,0.317260,0.520000,1.672071,1.684372,-0.281547,0.891111,-0.612788,-0.643324,1.651546,-0.863260,-0.261800,0.261584,-0.019698,-0.091611,1.101371,-0.603300,-0.217314,0.426258,-0.100516,-0.212504,0.309450,0.040340
-1.313840,-1.021450,-0.114792,0.783625,-0.816458,0.037939,-0.487409,0.305527,0.520000,1.671777,1.666841,-0.286896,0.881903,-0.613258,-0.633563,1.654683,-0.874885,-0.261800,0.261701,-0.019748,-0.089481,1.108305,-0.610329,-0.215939,0.437157,-0.097226,-0.210899,0.302877,0.051717
-1.318871,-1.007953,-0.112886,0.784346,-0.821548,0.039272,-0.487601,0.292680,0.520000,1.672170,1.648331,-0.292747,0.870875,-0.613592,-0.623385,1.658426,-0.888387,-0.261788,0.261783,-0.019848,-0.086989,1.116770,-0.618910,-0.215501,0.449649,-0.093225,-0.208812,0.296697,0.062611
-1.326720,-0.990863,-0.110350,0.788205,-0.828796,0.041015,-0.491195,0.277605,0.520000,1.673935,1.627867,-0.299605,0.856205,-0.613656,-0.612376,1.663380,-0.905640,-0.261753,0.261796,-0.020044,-0.083771,1.128297,-0.630594,-0.216937,0.465328,-0.087799,-0.205761,0.291303,0.072540
-1.333953,-0.972142,-0.106898,0.790138,-0.838602,0.042706,-0.488636,0.258705,0.520000,1.672577,1.602109,-0.308797,0.837461,-0.610430,-0.598401,1.668806,-0.921591,-0.261603,0.261800,-0.017754,-0.083844,1.141727,-0.645433,-0.222225,0.484148,-0.083224,-0.203942,0.286673,0.084484
-1.340877,-0.952605,-0.102990,0.791108,-0.849686,0.044370,-0.483001,0.237891,0.520000,1.669657,1.573705,-0.319155,0.816679,-0.605560,-0.582945,1.674468,-0.936891,-0.261397,0.261800,-0.014222,-0.085562,1.156109,-0.661849,-0.229438,0.504540,-0.079074,-0.202739,0.282424,0.097434
-1.348097,-0.927177,-0.096564,0.794046,-0.861869,0.047615,-0.478158,0.212927,0.520000,1.668072,1.537891,-0.333758,0.784921,-0.600690,-0.564901,1.678019,-0.950030,-0.261010,0.261800,-0.006504,-0.091708,1.171952,-0.679975,-0.242681,0.516644,-0.073899,-0.200942,0.280873,0.106803
-1.354474,-0.900298,-0.089478,0.793937,-0.873941,0.051858,-0.471174,0.188179,0.520000,1.666505,1.500068,-0.349634,0.748527,-0.595629,-0.546887,1.680380,-0.961509,-0.257937,0.261800,0.002191,-0.098698,1.186255,-0.699411,-0.257170,0.529140,-0.068726,-0.198380,0.279291,0.117290
-1.359168,-0.870513,-0.081069,0.787731,-0.885788,0.058100,-0.459908,0.163861,0.519999,1.664976,1.458226,-0.368056,0.702863,-0.590184,-0.528931,1.680359,-0.969668,-0.249492,0.261800,0.012841,-0.107376,1.197478,-0.721471,-0.274149,0.542420,-0.063558,-0.194290,0.277649,0.130013
-1.363168,-0.831507,-0.065558,0.778435,-0.894411,0.069212,-0.447841,0.134327,0.519997,1.661626,1.412192,-0.389844,0.639080,-0.585214,-0.513190,1.672509,-0.972540,-0.237071,0.261800,0.024964,-0.113007,1.200695,-0.742458,-0.294918,0.553439,-0.061754,-0.189708,0.281804,0.139802
-1.366821,-0.787888,-0.046495,0.767594,-0.901421,0.082760,-0.435374,0.102184,0.519993,1.657365,1.364063,-0.413316,0.566238,-0.580482,-0.498555,1.660745,-0.972770,-0.222660,0.261800,0.037825,-0.117113,1.199909,-0.762909,-0.317583,0.563327,-0.061632,-0.184878,0.288857,0.148123
-1.372987,-0.728386,0.001590,0.743597,-0.909510,0.102239,-0.421308,0.066929,0.505941,1.654538,1.313135,-0.430325,0.464436,-0.576093,-0.495893,1.623042,-0.950870,-0.205962,0.261800,0.043938,-0.100675,1.150199,-0.773337,-0.349380,0.567474,-0.081595,-0.185308,0.314329,0.134459
-1.379314,-0.659787,0.063176,0.714814,-0.915744,0.120616,-0.406236,0.031389,0.487363,1.651116,1.256563,-0.442493,0.349270,-0.570392,-0.496165,1.573456,-0.919089,-0.189324,0.261800,0.049404,-0.082119,1.071544,-0.777809,-0.385592,0.563500,-0.110927,-0.187199,0.345402,0.116750
-1.385960,-0.572994,0.151762,0.676459,-0.918266,0.136791,-0.389152,-0.004723,0.459735,1.646505,1.188700,-0.444980,0.207375,-0.562068,-0.502306,1.500103,-0.867546,-0.172806,0.261800,0.053574,-0.059327,0.934998,-0.770370,-0.430633,0.543287,-0.158995,-0.192012,0.387679,0.090948
-1.395794,-0.453935,0.261348,0.626306,-0.916042,0.145880,-0.365133,-0.050470,0.424667,1.638034,1.098229,-0.426256,0.030917,-0.559434,-0.511485,1.391509,-0.814583,-0.154002,0.261800,0.052284,-0.032952,0.729707,-0.738439,-0.477053,0.522429,-0.224818,-0.201835,0.403640,0.052789
-1.407221,-0.318743,0.381434,0.570256,-0.911446,0.151426,-0.337645,-0.101035,0.385879,1.627634,0.996453,-0.396925,-0.162822,-0.559646,-0.522182,1.265293,-0.760910,-0.134056,0.261800,0.048264,-0.004785,0.490043,-0.694263,-0.524163,0.501250,-0.299517,-0.214162,0.406443,0.008452
-1.415293,-0.133328,0.489132,0.510094,-0.899039,0.138214,-0.279986,-0.168020,0.332793,1.619774,0.835864,-0.309650,-0.423812,-0.585673,-0.502178,1.093947,-0.780671,-0.114875,0.261775,0.045333,0.095729,0.285020,-0.564713,-0.546270,0.506187,-0.349389,-0.234347,0.349088,-0.023647
-1.423625,0.027695,0.592193,0.461912,-0.886094,0.118517,-0.216092,-0.229466,0.283481,1.618721,0.703248,-0.213141,-0.700969,-0.603712,-0.494298,0.951218,-0.808891,-0.094983,0.261223,0.004741,0.233493,0.120633,-0.365923,-0.582977,0.495760,-0.378671,-0.240722,0.263701,-0.047985
-1.432473,0.139932,0.685978,0.437688,-0.872073,0.085847,-0.139727,-0.279833,0.241716,1.631280,0.626580,-0.098164,-1.010459,-0.605775,-0.510668,0.865727,-0.854029,-0.073670,0.259620,-0.111173,0.445758,0.037518,-0.028652,-0.648882,0.454603,-0.366770,-0.219477,0.122250,-0.056800
-1.443996,0.238765,0.743458,0.393031,-0.838654,0.059954,-0.086022,-0.289025,0.220798,1.648997,0.571356,-0.003727,-1.277524,-0.614066,-0.527622,0.809914,-0.868189,-0.055441,0.241095,-0.201162,0.667697,-0.001020,0.346439,-0.720116,0.380666,-0.324170,-0.161101,-0.021838,0.002926
-1.456856,0.330895,0.782784,0.338158,-0.795536,0.037449,-0.043647,-0.277630,0.210302,1.669293,0.526853,0.080442,-1.523376,-0.625472,-0.544867,0.768941,-0.866859,-0.038754,0.214110,-0.278188,0.894473,-0.017269,0.740441,-0.794013,0.290338,-0.266218,-0.084158,-0.167244,0.096922
-1.474257,0.389019,0.792971,0.284802,-0.752878,0.037419,-0.024430,-0.255680,0.205041,1.680757,0.505657,0.124125,-1.632689,-0.615648,-0.538547,0.718237,-0.841622,-0.034593,0.203800,-0.295972,0.997342,-0.030383,0.898193,-0.790484,0.201887,-0.243624,-0.057363,-0.214530,0.125105
-1.492097,0.439999,0.801148,0.242336,-0.713420,0.036060,-0.009248,-0.237481,0.198752,1.693572,0.487446,0.160444,-1.717374,-0.607729,-0.531555,0.680341,-0.822313,-0.028475,0.194510,-0.313874,1.081042,-0.041588,1.030140,-0.792614,0.129675,-0.222868,-0.032324,-0.254628,0.149979
-1.510819,0.476690,0.805307,0.221649,-0.680360,0.032042,-0.002134,-0.226784,0.190409,1.709089,0.475205,0.182035,-1.752804,-0.603618,-0.523220,0.668060,-0.814861,-0.018444,0.187256,-0.332012,1.126403,-0.048976,1.110481,-0.806060,0.089941,-0.205788,-0.010796,-0.280351,0.168234
-1.527265,0.500209,0.805527,0.208837,-0.656488,0.030548,-0.000103,-0.214474,0.185812,1.721287,0.464314,0.197915,-1.785004,-0.603132,-0.515849,0.663958,-0.805174,-0.010510,0.182903,-0.345061,1.159577,-0.056847,1.168845,-0.817411,0.063796,-0.194510,0.002104,-0.301126,0.182061
-1.542573,0.517141,0.803776,0.199964,-0.637210,0.030316,-0.000615,-0.201359,0.183087,1.731824,0.454098,0.210940,-1.815589,-0.604459,-0.508959,0.663945,-0.794370,-0.003624,0.180000,-0.355565,1.186659,-0.064961,1.216221,-0.827716,0.044446,-0.186133,0.010690,-0.319427,0.193674
-1.551561,0.522265,0.800020,0.195282,-0.628335,0.029335,-0.002941,-0.196097,0.182812,1.732320,0.447146,0.219468,-1.835776,-0.603893,-0.499949,0.667763,-0.783931,-0.000237,0.180461,-0.357658,1.201261,-0.071348,1.239605,-0.832180,0.039275,-0.184988,0.012439,-0.331472,0.199018
-1.559937,0.526690,0.796476,0.192242,-0.620047,0.028071,-0.004418,-0.192589,0.182159,1.732383,0.439964,0.227322,-1.853863,-0.603711,-0.492339,0.672035,-0.774334,0.003594,0.180651,-0.357989,1.213784,-0.077202,1.260296,-0.836319,0.034736,-0.184421,0.013721,-0.342900,0.203889
-1.567089,0.529717,0.793357,0.192486,-0.612931,0.026238,-0.004197,-0.192586,0.180751,1.731580,0.432324,0.233824,-1.867749,-0.604293,-0.487527,0.677218,-0.766421,0.008316,0.180295,-0.354794,1.222146,-0.081993,1.275600,-0.839808,0.031461,-0.185010,0.014069,-0.353092,0.207815
-1.569683,0.534154,0.789453,0.192038,-0.605500,0.025077,-0.002354,-0.189835,0.180375,1.729996,0.424916,0.238860,-1.877061,-0.605950,-0.484343,0.682110,-0.759809,0.012355,0.180207,-0.352728,1.226564,-0.086790,1.287642,-0.842932,0.028084,-0.185387,0.014939,-0.362173,0.212499
-1.570000,0.539296,0.785157,0.191245,-0.597910,0.024252,0.000299,-0.185710,0.180515,1.728022,0.417622,0.243163,-1.884085,-0.608146,-0.481974,0.686857,-0.753848,0.016053,0.180252,-0.351226,1.229010,-0.091592,1.298052,-0.845873,0.024655,-0.185658,0.016069,-0.370700,0.217561
-1.570000,0.545790,0.780064,0.188791,-0.588296,0.022846,0.003123,-0.181159,0.181027,1.723953,0.410206,0.244854,-1.884415,-0.609987,-0.481587,0.692131,-0.750597,0.019278,0.177765,-0.351772,1.228729,-0.093464,1.308113,-0.845910,0.022424,-0.183329,0.018287,-0.379296,0.223024
-1.570000,0.551154,0.775951,0.187653,-0.580225,0.021473,0.005594,-0.176436,0.181771,1.721753,0.405288,0.246335,-1.883549,-0.612087,-0.481787,0.696666,-0.747815,0.022940,0.175806,-0.352201,1.228083,-0.095324,1.316410,-0.847346,0.020225,-0.180769,0.020320,-0.387171,0.228379
-1.570000,0.554255,0.773797,0.189146,-0.575238,0.020165,0.007363,-0.171371,0.182979,1.723288,0.405368,0.247393,-1.880292,-0.614707,-0.483158,0.699724,-0.745974,0.027477,0.174903,-0.352393,1.226706,-0.097164,1.321181,-0.851581,0.018090,-0.177750,0.021981,-0.393607,0.233517
-1.570000,0.556021,0.771524,0.191412,-0.571030,0.018245,0.008951,-0.166676,0.183813,1.725209,0.405485,0.248239,-1.876920,-0.618457,-0.486606,0.702909,-0.745441,0.031723,0.173974,-0.352005,1.225745,-0.099853,1.322622,-0.855098,0.016766,-0.174578,0.023850,-0.400039,0.238765
-1.570000,0.557118,0.769191,0.194066,-0.567210,0.016019,0.010448,-0.162166,0.184461,1.727322,0.405621,0.248980,-1.873489,-0.622773,-0.491092,0.706159,-0.745562,0.035824,0.173031,-0.351326,1.224993,-0.102966,1.322398,-0.858255,0.015847,-0.171331,0.025824,-0.406470,0.244070
-1.570000,0.560075,0.767922,0.195660,-0.565027,0.014929,0.010961,-0.160305,0.186558,1.732439,0.405377,0.247972,-1.869392,-0.627140,-0.497860,0.708644,-0.746632,0.038940,0.170821,-0.349688,1.222114,-0.104903,1.318807,-0.861495,0.020191,-0.168903,0.027450,-0.410909,0.246978
-1.570000,0.563039,0.766767,0.197719,-0.562922,0.013564,0.012171,-0.159998,0.188759,1.737204,0.405846,0.246850,-1.865519,-0.631236,-0.504196,0.711057,-0.748555,0.042435,0.168717,-0.347351,1.219868,-0.106711,1.314870,-0.865805,0.024848,-0.166593,0.029149,-0.414526,0.249676
-1.570000,0.566020,0.765839,0.200709,-0.560971,0.011650,0.014776,-0.162799,0.191163,1.741268,0.407738,0.245501,-1.862097,-0.634788,-0.509672,0.713324,-0.752184,0.046690,0.166824,-0.343619,1.218886,-0.108262,1.310242,-0.872253,0.030133,-0.164515,0.030997,-0.416500,0.251954
-1.570000,0.568846,0.764928,0.202337,-0.557433,0.009868,0.017305,-0.164657,0.193356,1.745339,0.410059,0.244617,-1.861067,-0.637991,-0.513854,0.715331,-0.756770,0.051027,0.165088,-0.340716,1.217746,-0.110697,1.305746,-0.878433,0.033833,-0.163712,0.032052,-0.416653,0.253333
-1.570000,0.571596,0.764026,0.203285,-0.553102,0.008151,0.019797,-0.166043,0.195443,1.749412,0.412595,0.243966,-1.861233,-0.641020,-0.517389,0.717207,-0.761835,0.055404,0.163429,-0.338229,1.216526,-0.113574,1.301316,-0.884478,0.036741,-0.163547,0.032711,-0.415895,0.254262
-1.570000,0.573960,0.761954,0.203725,-0.546897,0.005115,0.023879,-0.168978,0.197822,1.752052,0.416346,0.243753,-1.862715,-0.642117,-0.517537,0.720638,-0.769203,0.059620,0.162045,-0.336234,1.218130,-0.116384,1.303048,-0.885368,0.035366,-0.162964,0.033922,-0.414054,0.253522
-1.570000,0.575918,0.760178,0.205041,-0.540428,0.001583,0.028037,-0.171957,0.200203,1.755288,0.420858,0.243562,-1.864958,-0.642995,-0.517293,0.724884,-0.777621,0.064516,0.160557,-0.334211,1.220234,-0.119512,1.306507,-0.887417,0.034680,-0.161713,0.035589,-0.412960,0.253521
-1.570000,0.577063,0.758989,0.208107,-0.533429,-0.002940,0.032349,-0.175019,0.202588,1.759716,0.426890,0.243416,-1.868722,-0.643434,-0.516265,0.730759,-0.788139,0.070771,0.158863,-0.332133,1.223339,-0.123275,1.313420,-0.891785,0.035371,-0.159128,0.038169,-0.413361,0.254993
-1.570000,0.574916,0.756305,0.208170,-0.524528,-0.008771,0.035629,-0.178591,0.204097,1.761564,0.435520,0.243136,-1.873819,-0.642174,-0.507831,0.738440,-0.801076,0.077241,0.157390,-0.329771,1.227846,-0.126356,1.322616,-0.892472,0.033698,-0.156632,0.041593,-0.411674,0.255507
-1.570000,0.571124,0.752873,0.206732,-0.514674,-0.015255,0.038394,-0.182417,0.205168,1.762122,0.445451,0.242788,-1.879583,-0.640066,-0.495695,0.747023,-0.815223,0.083820,0.156027,-0.327269,1.233054,-0.129095,1.332953,-0.891320,0.030843,-0.154180,0.045440,-0.408943,0.255543
-1.568279,0.564741,0.750466,0.195302,-0.501061,-0.023620,0.038610,-0.189335,0.201735,1.757738,0.453426,0.240904,-1.888332,-0.635538,-0.465243,0.759999,-0.829657,0.088604,0.155376,-0.324066,1.242166,-0.130131,1.345766,-0.879578,0.025070,-0.157050,0.046215,-0.398929,0.250918
-1.559172,0.558972,0.747365,0.184672,-0.486769,-0.032768,0.041935,-0.197305,0.198703,1.746934,0.458251,0.236446,-1.897002,-0.632857,-0.425925,0.774950,-0.845830,0.095086,0.156388,-0.320083,1.250909,-0.130264,1.355855,-0.863809,0.020777,-0.161007,0.045119,-0.388316,0.245294
-1.535295,0.554432,0.742874,0.175645,-0.471119,-0.043483,0.051475,-0.207376,0.196475,1.723290,0.456776,0.226841,-1.905516,-0.633870,-0.368874,0.793853,-0.865480,0.104963,0.160727,-0.314537,1.258916,-0.128592,1.360496,-0.839987,0.019447,-0.167136,0.040278,-0.376504,0.237669
-1.499585,0.545833,0.740180,0.164441,-0.456600,-0.053996,0.063958,-0.220082,0.190910,1.688370,0.451461,0.217064,-1.911335,-0.633793,-0.284854,0.806967,-0.881046,0.115270,0.171962,-0.310371,1.264295,-0.127858,1.354191,-0.818058,0.028885,-0.175490,0.031367,-0.363033,0.228675
-1.457957,0.535205,0.738385,0.152148,-0.442645,-0.064409,0.077911,-0.234105,0.183677,1.647812,0.444227,0.207200,-1.915806,-0.633173,-0.187348,0.817187,-0.894571,0.125791,0.186645,-0.306896,1.268361,-0.127595,1.342415,-0.797075,0.043707,-0.184956,0.020421,-0.348732,0.218996
-1.399824,0.521277,0.729492,0.130859,-0.426884,-0.071326,0.092995,-0.246847,0.168657,1.592944,0.436488,0.187839,-1.901929,-0.632401,-0.048125,0.821643,-0.914028,0.132409,0.209528,-0.307712,1.262948,-0.129491,1.301835,-0.775108,0.084108,-0.198627,-0.000290,-0.328640,0.202501
-1.337267,0.504981,0.718382,0.110140,-0.411237,-0.076944,0.107165,-0.263358,0.152292,1.532857,0.434280,0.166384,-1.879840,-0.629479,0.085813,0.826359,-0.936795,0.137922,0.232187,-0.309273,1.249764,-0.133590,1.246467,-0.756434,0.134397,-0.212678,-0.024200,-0.309044,0.181472
-1.265862,0.483949,0.702837,0.090564,-0.395817,-0.079965,0.119511,-0.287406,0.133233,1.462336,0.443132,0.140741,-1.841326,-0.622258,0.209183,0.831597,-0.966183,0.141223,0.254397,-0.312320,1.221036,-0.142093,1.161522,-0.744346,0.204458,-0.227487,-0.054505,-0.290440,0.151374
-1.187205,0.456349,0.676780,0.069941,-0.374758,-0.071622,0.118785,-0.299062,0.115520,1.384671,0.481586,0.109811,-1.766082,-0.609684,0.293790,0.828793,-1.001313,0.137044,0.261800,-0.317486,1.157260,-0.156009,1.023177,-0.742002,0.303060,-0.243467,-0.100696,-0.274276,0.103182
-1.104924,0.425466,0.645466,0.048796,-0.350880,-0.057597,0.111523,-0.304522,0.098481,1.303435,0.534841,0.076237,-1.672474,-0.594433,0.359017,0.821969,-1.039313,0.129127,0.261800,-0.323711,1.075959,-0.172630,0.858132,-0.744531,0.415932,-0.260031,-0.154832,-0.259332,0.045943
-1.005314,0.366415,0.583990,0.023510,-0.336574,-0.035594,0.103914,-0.283690,0.083354,1.201637,0.696385,0.045489,-1.409745,-0.568316,0.342813,0.804740,-1.062918,0.125739,0.261800,-0.321070,0.874173,-0.216343,0.531975,-0.757971,0.543423,-0.285373,-0.239072,-0.244735,-0.006253
-0.889339,0.273350,0.504811,-0.000851,-0.320621,-0.011786,0.090103,-0.253067,0.071734,1.074846,0.913096,0.012194,-1.123538,-0.537314,0.308149,0.793154,-1.052283,0.121376,0.260469,-0.318797,0.675143,-0.268030,0.216978,-0.768300,0.660496,-0.315074,-0.311499,-0.227828,-0.031224
-0.740632,0.112254,0.390224,-0.023364,-0.301375,0.015632,0.063887,-0.202862,0.067127,0.898071,1.240140,-0.026196,-0.790377,-0.496545,0.236567,0.792854,-0.973167,0.115064,0.256478,-0.317260,0.481624,-0.335667,-0.075698,-0.772407,0.756735,-0.353494,-0.360297,-0.206301,-0.001742
-0.585189,-0.112426,0.259835,-0.025104,-0.268465,0.049928,0.023000,-0.162399,0.080960,0.722669,1.573009,-0.116146,-0.491036,-0.448696,0.218169,0.822156,-0.904217,0.098776,0.257295,-0.340913,0.355939,-0.380287,-0.250444,-0.764375,0.840995,-0.392300,-0.376411,-0.170135,0.058834
-0.426379,-0.368898,0.121546,-0.016457,-0.228723,0.087664,-0.025222,-0.126806,0.104013,0.547955,1.908789,-0.231877,-0.208604,-0.397308,0.226363,0.866258,-0.840350,0.077501,0.260517,-0.377161,0.264170,-0.413400,-0.366224,-0.750273,0.919266,-0.431298,-0.376184,-0.126650,0.134959
-0.297596,-0.624369,-0.022243,0.055719,-0.208076,0.131854,-0.045634,-0.130739,0.178894,0.441587,2.036067,-0.379883,0.032596,-0.347799,0.213303,0.934365,-0.827638,0.024409,0.260562,-0.398884,0.181272,-0.358488,-0.378163,-0.663371,0.915200,-0.447591,-0.354778,-0.079945,0.196550
-0.176037,-0.858379,-0.174771,0.126859,-0.190940,0.163454,-0.072005,-0.113936,0.264415,0.363311,2.084043,-0.532652,0.249869,-0.300048,0.210117,1.016958,-0.826573,-0.033781,0.260732,-0.438950,0.113834,-0.263379,-0.380434,-0.581635,0.913125,-0.451004,-0.328096,-0.040512,0.244961
-0.068926,-1.049465,-0.344779,0.195925,-0.180825,0.169874,-0.110293,-0.055659,0.371215,0.341218,1.973418,-0.694946,0.419289,-0.255813,0.226683,1.128521,-0.848803,-0.102166,0.261153,-0.515704,0.077316,-0.087872,-0.363370,-0.510234,0.915032,-0.428658,-0.290862,-0.015624,0.267012
0.011521,-1.182061,-0.463576,0.258700,-0.196446,0.143748,-0.114217,0.003174,0.441687,0.332560,1.683255,-0.863862,0.539872,-0.239461,0.238939,1.189960,-0.863067,-0.149881,0.261496,-0.615655,0.044942,0.187160,-0.334211,-0.445156,0.879111,-0.388683,-0.253823,-0.011412,0.263774
0.078637,-1.285412,-0.556767,0.318329,-0.224935,0.101349,-0.100959,0.062284,0.493996,0.330620,1.303323,-1.036087,0.636036,-0.237051,0.249041,1.226336,-0.873348,-0.187260,0.261800,-0.727204,0.014639,0.511956,-0.299005,-0.383241,0.824277,-0.339892,-0.216883,-0.017537,0.247892
0.115308,-1.346668,-0.602314,0.353620,-0.249774,0.063404,-0.068556,0.083041,0.501228,0.342229,0.881142,-1.153119,0.695288,-0.218179,0.241153,1.219580,-0.874118,-0.218368,0.261800,-0.820420,-0.008362,0.791246,-0.296792,-0.262524,0.772650,-0.298543,-0.204621,-0.050547,0.232263
0.155006,-1.405925,-0.640674,0.384325,-0.265768,0.031279,-0.044175,0.091927,0.506774,0.349221,0.614720,-1.238551,0.740748,-0.206917,0.242325,1.209911,-0.871639,-0.243575,0.261800,-0.892680,-0.023914,1.004818,-0.299790,-0.166040,0.737119,-0.260196,-0.192963,-0.075383,0.216396
0.200760,-1.461186,-0.664663,0.405856,-0.264076,0.010795,-0.035837,0.077068,0.508952,0.346980,0.659816,-1.260783,0.758626,-0.210872,0.261616,1.194418,-0.862661,-0.256979,0.261800,-0.923031,-0.024569,1.086951,-0.313212,-0.118022,0.733779,-0.227852,-0.182509,-0.083871,0.200053
0.237815,-1.495811,-0.678444,0.412088,-0.250373,-0.001654,-0.053217,0.040801,0.508740,0.343670,0.915455,-1.263769,0.767627,-0.212713,0.270430,1.167587,-0.850505,-0.261396,0.261800,-0.940177,-0.010110,1.126084,-0.323637,-0.105492,0.748274,-0.209676,-0.171818,-0.098755,0.189335
0.270520,-1.520118,-0.687122,0.410672,-0.230666,-0.010086,-0.083456,-0.006172,0.507333,0.339826,1.276364,-1.257132,0.772190,-0.213496,0.274004,1.135087,-0.836759,-0.261319,0.261800,-0.950720,0.011905,1.143717,-0.332564,-0.110705,0.771687,-0.198585,-0.161009,-0.116837,0.181428
0.281924,-1.501142,-0.685037,0.379583,-0.220411,-0.003566,-0.129972,-0.094143,0.503235,0.331666,1.647333,-1.256580,0.756124,-0.180001,0.251484,1.110032,-0.835610,-0.261332,0.261800,-0.941432,0.031353,1.147772,-0.356953,-0.128691,0.784293,-0.191361,-0.152977,-0.137095,0.190884
0.289884,-1.473355,-0.682545,0.345955,-0.209134,0.003170,-0.166579,-0.179433,0.494522,0.322125,1.962356,-1.257418,0.740722,-0.152507,0.237621,1.090372,-0.835201,-0.258580,0.261800,-0.933910,0.047064,1.152128,-0.379353,-0.139351,0.791831,-0.186675,-0.148355,-0.151568,0.199887
0.290959,-1.427946,-0.679237,0.307250,-0.195813,0.010340,-0.183371,-0.259358,0.476579,0.309821,2.165487,-1.261035,0.726652,-0.137018,0.241069,1.081504,-0.836269,-0.250295,0.261800,-0.929917,0.055299,1.157087,-0.397774,-0.135361,0.789231,-0.187068,-0.150553,-0.154473,0.207982
0.283628,-1.372389,-0.675554,0.272757,-0.179757,0.018141,-0.185404,-0.319182,0.453761,0.295703,2.279658,-1.266379,0.719500,-0.137380,0.243796,1.079087,-0.833313,-0.237884,0.261800,-0.928024,0.065120,1.160728,-0.411672,-0.129178,0.790420,-0.187555,-0.150670,-0.154035,0.214151
0.272094,-1.311756,-0.671682,0.240369,-0.162334,0.026258,-0.180057,-0.368957,0.428504,0.280679,2.349348,-1.272586,0.715808,-0.145668,0.246161,1.079896,-0.828345,-0.223410,0.261800,-0.927181,0.075735,1.163710,-0.423308,-0.121898,0.793504,-0.188089,-0.149747,-0.151925,0.219358
0.254885,-1.278183,-0.671294,0.217486,-0.159432,0.034529,-0.159185,-0.381514,0.405422,0.263168,2.339521,-1.282458,0.715491,-0.147412,0.270567,1.078828,-0.828522,-0.211126,0.261800,-0.925509,0.083395,1.171986,-0.426091,-0.113343,0.806200,-0.183254,-0.143624,-0.150904,0.220827
0.241880,-1.255878,-0.671685,0.194424,-0.157833,0.046627,-0.138335,-0.386632,0.385543,0.237084,2.321920,-1.293435,0.712350,-0.140264,0.300939,1.073386,-0.835392,-0.198976,0.261800,-0.919956,0.085663,1.184530,-0.425147,-0.102486,0.825805,-0.176681,-0.135779,-0.150210,0.222873
